id,name_levenshtein_simple,name_trigram_simple,name_levenshtein_term,name_trigram_term,city_levenshtein_simple,city_trigram_simple,city_levenshtein_term,city_trigram_term,zip_levenshtein_simple,zip_trigram_simple,zip_levenshtein_term,zip_trigram_term,street_levenshtein_simple,street_trigram_simple,street_levenshtein_term,street_trigram_term,website_levenshtein_simple,website_trigram_simple,website_levenshtein_term,website_trigram_term,phone_levenshtein,phone_trigram,fax_levenshtein,fax_trigram,street_number_levenshtein,street_number_trigram,phone_equality,fax_equality,street_number_equality,is_match
4307#4313,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.272727272727,0.0909090936184,?,?,1.0,1.0,n,m,s,1
14239#14240,0.331746,0.26213400000000003,0.35897399999999996,0.203704,1,1,1,1,0.8,0.333333,0.8,0.333333,0.15119,0.0208333,0.2,0.0208333,?,?,?,?,0.727272727273,0.4375,0.545454545455,0.263157904148,0.5,0.285714298487,n,n,n,-1
1231#1239,0.5,0.5,0.14285699999999998,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
1204#1207,0.666667,0.666667,0.4,0.526316,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
643#651,0.8888889999999999,0.8888889999999999,0.791667,0.782609,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
1450#1451,0.571429,0.571429,0.45,0.576923,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2740#2747,0.571429,0.571429,0.388889,0.416667,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1401#1408,0.666667,0.666667,0.25,0.478261,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
3071#3072,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0.533333,0.533333,0.282609,0.325581,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,1
641#647,0.5,0.357143,0.526316,0.409091,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
10151#10152,0.1,0.0,0.2,0.0,1,1,1,1,1,1,1,1,0.666667,0.666667,0.46875,0.4,?,?,?,?,0.5,0.157894730568,?,?,?,?,n,m,n,-1
2901#2912,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2673#2680,0.471429,0.28571399999999997,0.42307700000000004,0.13333299999999998,0.666667,0.666667,0.454545,0.5,0,0,0,0,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8374#8376,0.219577,0.0,0.25,0.0,1,1,1,1,1,1,1,1,0.247619,0,0.235294,0,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
170#171,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
8179#8190,0.201852,0.0251832,0.178571,0.0166667,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,0.636363636364,0.333333343267,?,?,?,?,n,m,m,-1
296#289,1.0,1.0,1.0,1.0,0.4,0.156863,0.375,0.173913,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
7531#7533,1.0,1.0,1.0,1.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
137#153,0.8,0.8,0.56,0.576923,1,1,1,1,1,1,1,1,0.333333,0.285714,0.384615,0.173913,?,?,?,?,1.0,1.0,?,?,0.5,0.285714298487,s,m,n,1
4328#4342,1.0,1.0,1.0,1.0,0.666667,0.666667,0.428571,0.466667,?,?,?,?,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
49066#898433,0.22825399999999998,0.0375,0.166667,0.0208333,1,1,1,1,1,1,1,1,0.4375,0.3125,0.454545,0.230769,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
1602#1607,0.5,0.5,0.26087,0.291667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
9027#9031,0.666667,0.666667,0.214286,0.266667,0.666667,0.666667,0.454545,0.5,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1177#1175,0.857143,0.857143,0.37931,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
802#803,0.556597,0.43702700000000005,0.296875,0.273973,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1.0,1.0,?,?,1.0,1.0,s,m,s,1
11794#11795,0.714286,0.666667,0.666667,0.44,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.263157904148,?,?,0.5,0.25,n,m,n,-1
10026#10027,0.0902778,0.0,0.130435,0.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,0.4,0.235294118524,?,?,?,?,n,m,n,-1
2105#2110,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,?,?,?,?,1.0,1.0,m,m,s,1
359#361,0.857143,0.857143,0.652174,0.666667,1,1,1,1,?,?,?,?,0.75,0.75,0.882353,0.684211,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,1
2793#2797,0.75,0.75,0.69697,0.705882,0.857143,0.857143,0.714286,0.727273,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2506#2513,0.725,0.6,0.375,0.483871,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
11903#11904,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0.285714,0.285714,0.352941,0.148148,?,?,?,?,0.545454545455,0.333333343267,?,?,0.666666666667,0.333333343267,n,m,n,-1
9900#9901,0.666667,0.666667,0.625,0.647059,0.666667,0.666667,0.5,0.545455,1,1,1,1,0.733333,0.56,0.956522,0.8,?,?,?,?,?,?,?,?,?,?,m,m,n,1
8198#8184,0.128571,0.0,0.055555600000000004,0.0,1,1,1,1,1,1,1,1,0.2,0,0.1,0,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
11998#11999,0.638393,0.519231,0.575758,0.428571,1,1,1,1,1,1,1,1,0.555556,0.520833,0.709677,0.555556,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
7267#7269,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,m,1
4003#4006,0.08333330000000001,0.0,0.117647,0.0,1,1,1,1,1,1,1,1,0.439286,0.307692,0.375,0.2,?,?,?,?,?,?,?,?,0.5,0.285714298487,m,m,n,-1
9328#9329,0.163333,0.0,0.2,0.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,0.3,0.157894730568,0.3,0.157894730568,?,?,n,n,n,-1
5644#5640,0.909091,0.909091,0.8536590000000001,0.8536590000000001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8829#8831,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
6238#6240,0.23222199999999998,0.0444444,0.2,0.0333333,1,1,1,1,1,1,1,1,0.825397,0.637363,0.833333,0.842105,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
11512#11513,0.230159,0.037545800000000004,0.208333,0.0294118,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
141#152,0.5428569999999999,0.44444399999999995,0.28571399999999997,0.363636,1,1,1,1,?,?,?,?,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2405#2402,0.8888889999999999,0.8888889999999999,0.6,0.92,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.636363636364,0.411764711142,?,?,1.0,1.0,n,m,s,1
216#12,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
8264#8263,0.0909091,0.0,0.0909091,0.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
9665#9666,0.0869565,0.0,0.043478300000000004,0.0,0.666667,0.666667,0.75,0.769231,1,1,1,1,0.442424,0.4,0.434783,0.309091,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
5565#5582,0.75,0.75,0.606061,0.666667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
6204#6208,0.857143,0.857143,0.769231,0.875,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.909090909091,0.692307710648,?,?,0.5,0.285714298487,n,m,n,1
1259#1265,0.490476,0.315629,0.363636,0.23809499999999997,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.909090909091,0.600000023842,?,?,1.0,1.0,n,m,s,1
1250#1265,0.571429,0.571429,0.333333,0.352941,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
11992#12020,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0.178571,0.047619,0.235294,0.0625,?,?,?,?,0.636363636364,0.263157904148,?,?,0.666666666667,0.333333343267,n,m,n,-1
1414#1390,1.0,1.0,0.923077,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
12603#12604,0.0333333,0.0479876,0.171429,0.0666667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.222222223878,0.7,0.466666668653,?,?,n,n,n,-1
4073#4074,0.6289680000000001,0.482621,0.538462,0.454545,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.75,0.25,m,m,n,-1
1060#1079,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,0.541667,0.42714,0.333333,0.238095,1.0,1.0,?,?,?,?,s,m,n,1
6365#6366,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,m,1
8372#8378,0.163889,0.0,0.277778,0.0,1,1,1,1,1,1,1,1,0.666667,0.666667,0.470588,0.529412,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2289#2339,0.857143,0.857143,0.76,0.76,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8053#8054,0.396429,0.25,0.269231,0.21052600000000002,1,1,1,1,1,1,1,1,0.29418,0.017094,0.138889,0.0238095,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
13961#13962,0.27936500000000003,0.0333333,0.1875,0.0322581,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2248#2251,0.5,0.5,0.714286,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
16047#16048,0.666667,0.666667,0.466667,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.25,0.0,m,m,n,-1
2453#2454,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
794#797,0.24,0.06176469999999999,0.230769,0.057142899999999996,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,0.363636363636,0.15000000596,?,?,1.0,1.0,n,m,s,1
4338#4340,0.4,0.4,0.36,0.384615,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
1127#1136,0.4,0.4,0.571429,0.380952,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
6934#6935,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2531#2534,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
14763#14764,0.8888889999999999,0.8,0.9642860000000001,0.9285709999999999,1,1,1,1,1,1,1,1,0.421429,0.287393,0.473684,0.16129,?,?,?,?,0.4,0.222222223878,?,?,0.0,0.0,n,m,n,-1
16036#16016,0.8,0.8,0.592593,0.576923,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.0,0.0,s,m,n,1
765#770,0.666667,0.666667,0.727273,0.75,0.666667,0.666667,0.454545,0.5,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
329#333,0.6,0.5,0.371429,0.25,?,?,?,?,?,?,?,?,?,?,?,?,0.85,0.8,0.869565,0.703704,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1591#1592,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
16074#16075,0.511111,0.4,0.5,0.272727,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.9,0.571428596973,?,?,?,?,n,m,n,-1
2125#2131,0.8,0.8,0.857143,0.866667,1,1,1,1,?,?,?,?,0.972222,0.875,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
12857#12858,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.2,0.047619048506,?,?,?,?,n,m,n,1
9023#9037,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2434#2440,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
15341#15342,0.230357,0.0,0.09677419999999999,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.29411765933,?,?,1.0,1.0,n,m,s,-1
3692#3703,0.18125,0.0,0.214286,0.0,1,1,1,1,1,1,1,1,0.555556,0.4,0.388889,0.16129,?,?,?,?,?,?,?,?,0.75,0.428571432829,m,m,n,-1
1140#1171,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.818181818182,0.692307710648,1.0,1.0,?,?,n,s,n,1
602#606,0.120833,0.0,0.035714300000000004,0.0,1,1,1,1,1,1,1,1,0.256548,0.0138889,0.178571,0.0222222,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
97#86,0.21875,0.136364,0.25,0.157895,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1445#1455,0.666667,0.666667,0.392857,0.535714,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
13794#13795,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.181818181818,0.095238097012,?,?,?,?,n,m,n,-1
1228#1243,0.666667,0.666667,0.583333,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
646#654,0.6714289999999999,0.571429,0.526316,0.44,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1850#1860,0.75,0.75,0.59375,0.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2110#2111,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2194#2210,0.571429,0.571429,0.448276,0.482759,0.666667,0.666667,0.454545,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
5568#5582,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
3988#3990,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0.491667,0.2,0.344828,0.0697674,?,?,?,?,?,?,?,?,0.75,0.25,m,m,n,-1
4969#4970,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,m,1
1148#1166,0.333333,0.333333,0.571429,0.384615,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,0.818181818182,0.692307710648,?,?,?,?,n,m,n,1
7640#7641,0.8,0.8,0.590909,0.608696,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
13090#13091,0.666667,0.666667,0.35,0.35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.5,0.20000000298,s,m,n,-1
8996#8998,0.65,0.6,0.212121,0.48780500000000004,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
11323#11324,0.6801590000000001,0.5864659999999999,0.545455,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
1321#1319,1.0,1.0,1.0,1.0,1,1,1,1,0.6,0.333333,0.6,0.333333,0.142857,0.025,0.227273,0.027027,?,?,?,?,1.0,1.0,?,?,0.4,0.222222223878,s,m,n,1
1919#1927,0.8,0.8,0.647059,0.666667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
455#452,0.589286,0.5,0.333333,0.342105,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.5,0.25,s,m,n,1
3641#3645,0.273333,0.0,0.3,0.0,1,1,1,1,1,1,1,1,0.477778,0.333333,0.45,0.181818,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
10996#10997,0.23333299999999998,0.0,0.117647,0.0,0.272222,0.0222222,0.277778,0.0333333,0,0,0,0,0.229167,0.0512821,0.208333,0.1,?,?,?,?,0.3,0.047619048506,?,?,?,?,n,m,n,-1
6384#6386,0.321429,0.2,0.375,0.166667,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
5673#5675,0.909091,0.909091,0.8235290000000001,0.852941,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
3947#3949,0.0,0.0,0.0909091,0.0,1,1,1,1,1,1,1,1,0.244444,0,0.238095,0,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
15474#15475,0.8636360000000001,0.8389040000000001,0.9705879999999999,0.8857139999999999,1,1,1,1,1,1,1,1,0.202381,0,0.153846,0,?,?,?,?,0.6,0.375,?,?,?,?,n,m,n,1
11493#11494,0.47803,0.372294,0.386364,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
8413#8414,0.273333,0.0,0.17647100000000002,0.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
5580#5582,0.909091,0.909091,0.8461540000000001,0.833333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1940#1954,0.857143,0.757576,0.857143,0.68,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
6121#6122,0.880051,0.792208,0.837838,0.707317,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
6893#6897,0.8888889999999999,0.8888889999999999,0.8421049999999999,0.85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
5570#5575,0.730159,0.666667,0.69697,0.555556,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1145#1158,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.818181818182,0.692307710648,?,?,1.0,1.0,n,m,s,1
1517#1514,0.7111109999999999,0.612121,0.916667,0.666667,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1550#1554,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8029#8026,0.275,0.125,0.208333,0.0952381,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
12231#12232,0.75,0.75,0.24,0.6,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
12159#12160,0.666667,0.666667,0.5897439999999999,0.547619,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.6,0.333333343267,m,m,n,-1
1164#1151,0.333333,0.333333,0.571429,0.384615,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.818181818182,0.692307710648,?,?,1.0,1.0,n,m,s,1
4359#4360,0.8,0.8,0.6,0.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
3520#3527,0.464286,0.357143,0.315789,0.21739099999999997,1,1,1,1,1,1,1,1,0.359375,0.272727,0.352941,0.166667,?,?,?,?,?,?,?,?,0.666666666667,0.333333343267,m,m,n,-1
1766#1773,0.666667,0.666667,0.5,0.555556,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
3439#3442,0.44444399999999995,0.44444399999999995,0.4,0.43181800000000004,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
2785#2799,0.25,0.25,0.130435,0.14893599999999999,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8197#8191,0.326599,0.0559979,0.25,0.0652174,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.636363636364,0.333333343267,?,?,0.285714285714,0.181818187237,n,m,n,-1
12604#12605,0.571429,0.571429,0.4375,0.483871,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.75,0.5,m,m,n,-1
3532#3534,0.125,0.0,0.125,0.0,1,1,1,1,0.8,0.333333,0.8,0.333333,0.483333,0.355556,0.533333,0.291667,?,?,?,?,?,?,?,?,0.4,0.25,m,m,n,-1
2666#2673,0.75,0.75,0.269231,0.636364,0.666667,0.666667,0.454545,0.5,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
227#232,0.1,0.0,0.0526316,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
5687#5689,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
6321#6324,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,m,1
7542#7545,0.23327699999999998,0.0168067,0.173913,0.0222222,1,1,1,1,0.8,0.5,0.8,0.5,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2417#2421,0.75,0.75,0.857143,0.666667,0.666667,0.666667,0.5,0.545455,1,1,1,1,0.655556,0.552083,0.6,0.4,1,1,1,1,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2918#2919,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1345#1349,0.909091,0.909091,0.828571,0.828571,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
1447#1449,0.566017,0.45909099999999997,0.341463,0.404762,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8754#8753,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,0.181818181818,0.0909090936184,?,?,?,?,n,m,n,1
8187#8202,0.194444,0.0,0.17647100000000002,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.352941185236,?,?,?,?,n,m,m,-1
605#609,0.128571,0.025,0.235294,0.0333333,1,1,1,1,1,1,1,1,0.35119,0.05,0.277778,0.0285714,?,?,?,?,?,?,?,?,0.75,0.428571432829,m,m,n,-1
5451#5452,0.428571,0.166667,0.428571,0.166667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
2054#2050,0.666667,0.666667,0.461538,0.5,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1321#1315,0.153571,0.0,0.25,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.4,0.222222223878,s,m,n,1
617#618,0.8272729999999999,0.763636,0.657143,0.638889,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
1790#1801,0.666667,0.666667,0.23333299999999998,0.290323,0.571429,0.363636,0.571429,0.363636,?,?,?,?,0.833333,0.8125,0.833333,0.769231,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
12022#12023,0.333333,0.333333,0.15,0.205882,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
11317#11318,0.5,0.5,0.571429,0.380952,0.166667,0,0.166667,0,0.6,0.333333,0.6,0.333333,0.266667,0.031746,0.294118,0.03125,?,?,?,?,0.727272727273,0.600000023842,?,?,0.4,0.25,n,m,n,-1
2407#2408,0.666667,0.666667,0.363636,0.478261,0.666667,0.666667,0.454545,0.5,?,?,?,?,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2530#2535,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2201#2216,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2157#2173,0.857143,0.857143,0.565217,0.636364,0.833333,0.333333,1,1,?,?,?,?,0.805556,0.770833,0.72,0.592593,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1226#1240,0.75,0.75,0.518519,0.535714,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2892#2906,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1911#1914,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1461#1463,0.7,0.666667,0.64,0.46875,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
